POA_CODE_2016,RA_NAME_2016,Tot_P_P,STEM_Tot,P_Tot_Tot,STEM_Pct,Wkly_Hhd_Inc,Secondary_Tot_P,Secondary_Pct,Tec_Furt_Educ_inst_Tot_P,TAFE_Pct,Uni_other_Tert_Instit_Tot_P,Uni_Pct,Y12_Comp_Pct,Indigenous_Pct
POA3280,Inner Regional Australia,31569,2485,14648,16.964773347897324,1162,2034,6.443029554309607,668,2.1159998732934207,841,2.664005828502645,42.84153889720458,1.7137064842091925
POA3300,Inner Regional Australia,10088,1025,4549,22.53242470872719,1038,679,6.730769230769231,161,1.5959555908009517,120,1.189532117367169,36.394260761072985,1.65543219666931
POA3305,Outer Regional Australia,12816,1370,5707,24.00560714911512,1092,820,6.398252184769039,198,1.5449438202247192,178,1.3888888888888888,32.43163775360188,2.356429463171036
POA3331,Inner Regional Australia,5997,703,2732,25.732064421669108,1651,464,7.737201934300484,117,1.9509754877438719,139,2.317825579456395,46.80548982489351,0.7337001834250458
POA3350,Inner Regional Australia,59145,5158,29373,17.56034453409594,1238,3791,6.409671147180657,836,1.4134753571730494,3744,6.330205427339589,52.516058791507895,1.1666243976667512
POA3351,Inner Regional Australia,8168,936,3717,25.181598062953995,1249,612,7.4926542605288935,100,1.2242899118511263,214,2.6199804113614102,38.711248173997724,1.2977473065621938
POA3352,Inner Regional Australia,15996,1828,7607,24.030498225318784,1439,1137,7.108027006751688,196,1.2253063265816455,419,2.619404851212803,41.95944254360344,1.1190297574393597
POA3355,Inner Regional Australia,13014,1035,5480,18.886861313868614,887,820,6.300906715844476,150,1.152604887044721,361,2.7739357614876288,34.92930277913213,2.4281542953742123
POA3356,Inner Regional Australia,16321,1270,6822,18.61624157138669,960,980,6.004534035904663,288,1.7645977574903497,589,3.608847497089639,37.02094033978665,2.077078610379266
POA3377,Inner Regional Australia,9416,792,4436,17.853922452660054,1011,521,5.533135089209855,80,0.8496176720475785,139,1.4762107051826678,31.976592977893368,1.6567544604927782
POA3380,Inner Regional Australia,6032,544,2561,21.241702459976572,928,354,5.86870026525199,56,0.9283819628647215,66,1.0941644562334218,32.563323201621074,1.757294429708223
POA3400,Outer Regional Australia,14543,1229,6353,19.345191248229185,1058,835,5.741593893969608,151,1.0383002131609709,260,1.7878016915354467,37.58253367373889,1.8084301725916248
POA3434,Inner Regional Australia,5069,619,2382,25.98656591099916,1622,385,7.595186427303216,68,1.3414874728743342,134,2.6435194318405997,45.61909758656873,1.144209903333991
POA3437,Inner Regional Australia,10439,1240,5241,23.659606945239457,1883,802,7.682728230673436,132,1.2644889357218125,341,3.266596417281349,55.68152202241335,0.5077114666155762
POA3442,Inner Regional Australia,7463,861,4073,21.139209427940095,1697,527,7.061503416856492,97,1.2997454106927508,216,2.894278440305507,57.977207977207975,0.5359774889454643
POA3444,Inner Regional Australia,9198,993,4674,21.245186136071887,1240,531,5.772994129158513,102,1.1089367253750815,218,2.370080452272233,46.69313980555936,0.6740595781691672
POA3450,Inner Regional Australia,6834,626,3774,16.587175410704823,907,333,4.872695346795434,75,1.0974539069359086,170,2.487562189054726,49.49874686716792,0.9950248756218906
POA3451,Inner Regional Australia,5656,557,3331,16.721705193635543,1139,329,5.816831683168317,72,1.272984441301273,103,1.8210749646393212,39.23528133825766,1.502828854314003
POA3465,Inner Regional Australia,9776,966,4067,23.752151462994835,781,553,5.6567103109656305,104,1.0638297872340425,131,1.3400163666121112,29.958338593611916,1.4218494271685762
POA3496,Outer Regional Australia,6224,628,2581,24.331654397520342,1078,415,6.667737789203085,108,1.7352185089974292,88,1.4138817480719794,29.794807370184255,2.908097686375321
POA3498,Outer Regional Australia,5325,526,2241,23.47166443551986,1228,426,8.0,93,1.7464788732394365,94,1.7652582159624413,36.0655737704918,2.1784037558685445
POA3500,Outer Regional Australia,32738,2421,13947,17.358571735857172,1023,1993,6.087726800659784,689,2.1045879406194636,637,1.9457511149123343,36.49950835791544,4.645977151933533
POA3550,Inner Regional Australia,40339,3564,19873,17.9338801388819,1107,2440,6.048736954312204,744,1.844368972954213,2299,5.69919928605072,47.95427009226754,1.67331862465604
POA3551,Inner Regional Australia,29565,3148,13834,22.755529853982942,1637,2352,7.955352612886859,475,1.606629460510739,733,2.4792829359039406,46.99825232629541,1.058684255031287
POA3555,Inner Regional Australia,19687,1767,8930,19.78723404255319,1060,1043,5.297912327932138,337,1.7117895057652257,490,2.488952100370803,37.48164229614967,1.986082186214253
POA3556,Inner Regional Australia,13085,1146,5621,20.387831346735457,964,771,5.892243026366068,282,2.1551394726786395,288,2.200993504012228,32.180824639841035,2.858234619793657
POA3564,Inner Regional Australia,15944,1556,7198,21.6171158655182,1168,1042,6.535373808329152,252,1.5805318615153037,232,1.455092824887105,34.51377178189994,3.1234320120421475
POA3579,Outer Regional Australia,5365,542,2309,23.4733650931139,911,343,6.393289841565704,69,1.2861136999068035,42,0.782851817334576,27.8757939308398,2.348555452003728
POA3585,Outer Regional Australia,11206,924,4824,19.154228855721392,1099,711,6.344815277529895,209,1.8650722827056934,158,1.4099589505621988,35.35981577432354,3.6052114938425843
POA3616,Inner Regional Australia,5357,613,2326,26.3542562338779,1196,319,5.95482546201232,68,1.2693671831248834,78,1.4560388277020722,36.01348098218585,2.1653910770953892
POA3620,Inner Regional Australia,8240,873,3645,23.950617283950617,1045,540,6.553398058252427,116,1.4077669902912622,97,1.1771844660194175,31.563467492260063,1.9660194174757282
POA3629,Inner Regional Australia,9127,778,3761,20.685987769210318,1022,564,6.1794675139695405,181,1.9831269858661116,139,1.522953873123699,31.38327721661055,5.938424454913991
POA3630,Inner Regional Australia,31272,2261,12944,17.467552533992585,1068,2093,6.692888206702482,715,2.286390381171655,619,1.9794064978255308,38.117368710127174,3.718981836786902
POA3631,Inner Regional Australia,11612,1121,4948,22.65561843168957,1624,965,8.310368584223218,171,1.4726145366861867,250,2.152945229073372,44.149620105201635,1.9290389252497417
POA3636,Inner Regional Australia,5241,538,2193,24.532603739170085,987,348,6.639954207212364,88,1.6790688799847358,89,1.6981492081663805,31.564922480620154,2.0034344590726962
POA3644,Inner Regional Australia,9227,897,3766,23.818374933616568,1014,555,6.014956107077056,138,1.4956107077056464,105,1.1379646689064702,30.877289629527613,1.7123658827354502
POA3658,Inner Regional Australia,6222,754,2746,27.458120903131828,1243,429,6.894889103182257,99,1.5911282545805208,137,2.2018643522982964,36.32380554976007,1.7679202828672453
POA3660,Inner Regional Australia,7574,702,3481,20.16661878770468,1024,445,5.875363084235542,191,2.521785054132559,132,1.7428043306047003,33.04093567251462,2.389754423026142
POA3672,Inner Regional Australia,10330,1066,4745,22.465753424657535,905,622,6.021297192642788,152,1.4714424007744433,108,1.0454985479186834,34.7296813462227,1.7521781219748307
POA3677,Inner Regional Australia,18102,1529,8343,18.326740980462663,1009,1111,6.137443376422495,307,1.695945199425478,325,1.7953817257761573,36.885015462468374,1.602032924538725
POA3678,Inner Regional Australia,6356,778,3222,24.14649286157666,1314,449,7.0641913152926366,95,1.4946507237256137,107,1.683448709880428,42.41504854368932,0.7866582756450597
POA3690,Inner Regional Australia,33518,3242,15377,21.08343630096898,1206,2248,6.706844083775882,896,2.6731905244943017,824,2.4583805716331524,39.973235722438694,2.628438450981562
POA3691,Inner Regional Australia,9704,1240,4812,25.768911055694097,1631,693,7.1413849958779885,320,3.2976092333058533,228,2.3495465787304206,46.21744522529971,1.5560593569661996
POA3722,Outer Regional Australia,5018,555,2516,22.058823529411764,1096,270,5.3806297329613395,66,1.315265045834994,79,1.5743324033479473,43.24948665297741,0.6775607811877242
POA3730,Inner Regional Australia,8833,875,4114,21.2688381137579,994,433,4.902071776293445,147,1.6642137439148648,91,1.030227555756821,31.513612639300323,1.030227555756821
POA3757,Inner Regional Australia,8959,1031,4249,24.264532831254414,1452,657,7.333407746400268,143,1.596160285746177,229,2.55608884920192,42.71282127469915,1.2724634445808685
POA3764,Inner Regional Australia,9165,1001,4176,23.970306513409962,1374,780,8.51063829787234,158,1.723949809056192,233,2.54228041462084,40.98119858989424,1.1347517730496455
POA3777,Inner Regional Australia,10751,1232,5213,23.633224630730865,1226,678,6.306390103246209,171,1.59054971630546,215,1.9998139707934146,42.80960304254813,3.1997023532694633
POA3799,Inner Regional Australia,5798,592,2744,21.574344023323615,956,364,6.278026905829597,112,1.9317005864091066,110,1.8972059330803726,40.09257218426273,1.1210762331838564
POA3818,Inner Regional Australia,14167,1533,6489,23.624595469255663,1159,833,5.87986165031411,271,1.9128961671490083,300,2.117597233006282,37.57358351729213,1.5034940354344604
POA3820,Inner Regional Australia,15952,1682,7664,21.94676409185804,1196,1084,6.795386158475426,266,1.6675025075225678,492,3.0842527582748245,43.61521686455052,0.8525576730190572
